Title	Description	Sentiment	Category
We Should All Give Thanks for Taylor Swift	"Right about now Time magazine would be choosing its Person of the Year, a designation I’ve followed from childhood because their choices tend to vary from sound to interesting. Also I almost always know who they’ll choose and enjoy finding out if I’m right. H…"	1	Musical Accomplishments
Taylor Swift Ties Adele As She Continues To Rule The Hot 100	"Taylor Swift rules the Hot 100 for a fifth consecutive week, as ""Cruel Summer"" dominates once more. Now, she and Adele have spent the same number of weeks at No. 1."	1	Musical Accomplishments
"Billboard Music Awards 2023 Complete Winners List: Taylor Swift, Morgan Wallen Take Top Trophies; Karol G, Peso Pluma, Zach Bryan, Fuerza Regida Also Triumph"	"It was a big night for Taylor Swift and Morgan Wallen at the 2023 Billboard Music Awards as they both took the most trophies. Swift won in categories like Top Artist, Top Female Artist, Top Hot 100 Songwriter, Top Country Female Artist and Top Selling Song fo…"	1	Musical Accomplishments
All The Ways Taylor Swift Made History At The 2023 Billboard Music Awards	"Taylor Swift is now tied for the most Billboard Music Award wins in history with Drake, as both artists came out on top in several categories at the 2023 ceremony."	1	Musical Accomplishments
Billboard Music Awards 2023: Complete Winners List	"And the trophy goes to… The 2023 Billboard Music Awards took place on Nov. 19. As for the night's big winners, Morgan Wallen received the most accolades with 11 wins and Taylor Swift followed..."	1	Musical Accomplishments
Taylor Swift reacts to 10-prize haul at Billboard Music Awards: 'Unreal'	"Taylor Swift took home 10 wins at the Billboard Music Awards on Sunday. 'I feel like the luckiest person in the world to have you in my corner,' she told fans."	1	Musical Accomplishments
The Biggest Snubs and Surprises of the 2024 Grammy Nominations	"SZA, Taylor Swift, Victoria Monét, and Phoebe Bridgers are among the most nominated artists at the 2024 Grammy Awards."	1	Musical Accomplishments
"Boygenius, Olivia Rodrigo, and Miley Cyrus Nominated for Record of the Year at 2024 Grammys"	"SZA, Taylor Swift, Billie Eilish, Victoria Monét, and Jon Batiste are also up for the award"	1	Musical Accomplishments
"Billie Eilish, Dua Lipa, and SZA Nominated for Song of the Year at 2024 Grammys"	"Taylor Swift, Olivia Rodrigo, Lana Del Rey, Jon Batiste, and Miley Cyrus round out the nominees this year"	1	Musical Accomplishments
"The biggest snubs and surprises from the 2024 Grammy nominations: Love for Lana Del Rey, less for Drake and country music"	"While we all saw nominations for major artists like Taylor Swift, Billie Eilish, and SZA coming, the Recording Academy still managed to keep us on our toes with a number of shocking decisions. There are some artists we were pleasantly surprised to see get nod…"	1	Musical Accomplishments
‘Hunger Games: Ballad Of Songbirds & Snakes’: Spotify A Key Partner In Country Music Infused Prequel	"EXCLUSIVE: Music has continually been a facet of Lionsgate’s $3 billion Hunger Games franchise going back to ditties from Taylor Swift, Coldplay and Lorde, and with today’s theatrical release of Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes, …"	2	Miscellaneous Facts
The Affordable Jewelry Brand Taylor Swift Keeps Wearing Out with Travis Kelce is Having a Black Friday Sale	And the sale is today only!	2	Travis Kelce
Is Bleachers’ ‘Hey Joe’ About Taylor Swift’s Ex Joe Alwyn?	Getty Image Taylor Swift and Joe Alwyn's former relationship feels as old as Travis Kelce's recently resurfaced tweets.	2	Travis Kelce
Philadelphia Radio Station Won't Play Taylor Swift Songs Ahead of Eagles vs. Chiefs	"While pop superstar Taylor Swift is a native of Pennsylvania and grew up a Philadelphia Eagles fan, her allegiance to Kansas City Chiefs star tight end Travis…"	2	Travis Kelce
Why Are People So Obsessed With Taylor Swift and Travis Kelce? Rolling Stone Staff Has Theories	Rolling Stone staffers offer their own theories as to why everyone is so obsessed with Taylor Swift and Travis Kelce's relationship.	2	Travis Kelce
Taylor Swift Music “Punted” From Philly Radio Station Until After Eagles-Chiefs Game	Listeners of Philadelphia’s Q102 won’t be hearing any Taylor Swift music this weekend: The popular radio station says the city’s football team needs no distractions prior to its game against the Kansas City Chiefs (and Swift beau Travis Kelce) Monday night. “…	3	Travis Kelce
Taylor Swift Will Bring Her Parents to Chiefs vs. Eagles Game	It's time for the parents to watch the boy on the football team.  Taylor Swift will bring her mom Andrea Swift and dad Scott Swift with her to watch the Kansas City Chiefs face off against...	2	Travis Kelce
"Jake From State Farm Says Why Taylor Swift ""Belongs"" With Travis Kelce"	"For Jake From State Farm, Taylor Swift and Travis Kelce's love story is straight out of his wildest dreams. ""It's the sweetest thing ever,"" the insurance company spokesmodel Kevin Miles told E!..."	2	Travis Kelce
Everything There Is to Know About Taylor Swift and Travis Kelce	"A comprehensive guide to all the details of Taylor Swift and Travis Kelce’s relationship, from the Eras Tour to the Chiefs games."	2	Travis Kelce
‘Kelce’ becomes top trending dog name in 2023 amid NFLer’s romance with Taylor Swift	"""Whether the name is silly or serious, most pet parents are influenced by names that remind them of their favorite things or trending pop culture moments."""	2	Travis Kelce
Travis Kelce Gives Taylor Swift Sweet Shout-Out on His Podcast	"Travis Kelce is giving Taylor Swift a special shout-out! During the Friday (November 17) episode of his New Heights podcast, the 34-year-old Kansas City Chiefs tight end and brother Jason Kelce showed off some artwork they received from fans. One cartoon draw…"	2	Travis Kelce
Taylor Swift and Travis Kelce Plotting Parents Mashup Ahead of Thanksgiving	"As Taylor Swift and Travis Kelce’s courtship continues, they’ve been rubbing elbows with each other’s parents. There’s just one group … Taylor Swift and Travis Kelce Plotting Parents Mashup Ahead of Thanksgiving was originally published on The Hollywood Gossi…"	2	Travis Kelce
Joy Behar Hurls Mean Insults At Travis Kelce In 'View' Chat On Taylor Swift Love	"""The View"" host viciously dragged the Chiefs tight end for his relationship with the pop star."	2	Travis Kelce
Why we need to stop regarding Taylor Swift and Travis Kelce’s romance as something remarkable	"Look, look, here’s the thing: I have watched the footage of Taylor Swift running towards Travis Kelce and hugging him a bazillion times now, and if you are a person who is alive and has a internet connection, or even a person who doesn’t have an internet conn…"	3	Travis Kelce
Taylor Swift Is Trying to Attend Travis Kelce's Monday Game for a Very Important Reason	"Taylor's playing a show in Brazil on Sunday night, but ""it’s really important to her to be there."""	2	Travis Kelce
Chiefs' Chris Jones Seemingly Confirms Taylor Swift Will Be at Eagles Game	"David Eulitt/Getty Images; Amy Sussman/Getty Images Kansas City Chiefs player Chris Jones appears to have insider knowledge on whether Taylor Swift is planning to attend Travis Kelce’s Monday Night Football matchup against the Philadelphia Eagles. Jones, 29, …"	2	Travis Kelce
Travis Kelce Shout Outs Taylor Swift for Putting Him ‘On the Map’	"Travis Kelce is appreciative of girlfriend Taylor Swift for making him a household name. During the Friday, November 17, bonus episode of the “New Heights” podcast, Travis, 34, and brother Jason Kelce showed off some artwork they received from fans. A cartoon…"	2	Travis Kelce
"2023 Travis Kelce jersey: Dating Taylor Swift heats up demand for home, away Chiefs gear"	Fanatics has 2023 Travis Kelce jerseys that can be shipped to old and new Kansas City Chiefs fans and Taylor Swift fans	2	Travis Kelce
Derek Jeter Speaks Out On Travis Kelce-Taylor Swift Romance	"Travis Kelce and Taylor Swift’s romance is almost certainly the biggest sports-entertainment romance in history in terms of media attention. But, former Yankees legendary shortstop Derek Jeter is no secret to high-profile relationships, and he’s weighed in on…"	2	Travis Kelce
"Chipotle's Travis Kelce, Taylor Swift Joke Goes Viral"	"People have teased the Kansas City Chiefs tight end over his ""commitment"" to misspelling in old posts he made to X."	2	Travis Kelce
Taylor Swift ‘Exiled’ From Philadelphia Radio Station Before Kelce Brothers’ Eagles vs. Chiefs Game	"“This weekend, it's really important we show our support for the Birds,"" Q102's ""Nugget"" says The post Taylor Swift ‘Exiled’ From Philadelphia Radio Station Before Kelce Brothers’ Eagles vs. Chiefs Game appeared first on TheWrap."	3	Travis Kelce
15+ Hilariously Wholesome Travis Kelce Tweets From His Life Before Taylor Swift	The post 15+ Hilariously Wholesome Travis Kelce Tweets From His Life Before Taylor Swift appeared first on Pleated Jeans.	2	Travis Kelce
Travis Kelce gives Taylor Swift a ‘shout-out’ ahead of her Eras Tour concerts in Brazil	"The Kansas City Chiefs tight end addressed a running joke that Swift ""put him on the map"" during Friday's episode of his ""New Heights"" podcast."	2	Travis Kelce
Golden Tate Once Angered Brian Kelly By Hitting On Taylor Swift During Practice At Notre Dame In 2009	Golden Tate had a little extra spring in his step when Taylor Swift and Selena Gomez were in town. Notre Dame’s former Biletnikoff Award-winning wide receiver remembers it like it was yesterday. He shot his shot with the international superstar during practic…	2	Travis Kelce
Skip Bayless hopes he’s wrong about ‘fake’ Taylor Swift	Skip Bayless explained why he isn't buying Travis Kelce and Taylor Swift's whirlwind romance.	3	Travis Kelce
Travis Kelce's Old Tweets Reposted by Taylor Swift Fans Ahead of Eagles vs. Chiefs	"Taylor Swift fans are a passionate, unique bunch. Swifties have been digging into the old tweets of Travis Kelce, Swift's current beau, to the point that many…"	2	Travis Kelce
Gigi Hadid Declares Her Stance on Taylor Swift & Travis Kelce Romance	Gigi Hadid is setting the record straight about where she stands on her best friend Taylor Swift’s romance with Chiefs tight end Travis Kelce.	2	Travis Kelce
Taylor Swift fans spot another secret message she sent Travis Kelce during Argentina concert: ‘She’s a mastermind’	"The ""Cruel Summer"" singer sent several special messages to the NFL star during her concert in Buenos Aires, Argentina Saturday night."	1	Travis Kelce
Taylor Swift and Travis Kelce’s Parents Will Reportedly Meet for Upcoming Kansas City Chiefs Game	The NFL star's parents are reportedly set to meet the pop sensation's mom and dad when his team plays against the Philadelphia Eagles on November 20.	2	Travis Kelce
"Joe Alwyn rocks leather look in first public appearance since Taylor Swift, Travis Kelce romance"	"News broke in April that the actor and Swift, who started dating in 2016, had called it quits after the relationship reportedly ""ran its course."""	2	Travis Kelce
Philadelphia radio station ‘forced to punt’ Taylor Swift songs ahead of Chiefs-Eagles game	"A Philadelphia radio station, Q102, announced they would not be playing any Taylor Swift songs until Tuesday night."	2	Travis Kelce
Joy Behar Reveals Why She Doesn’t Want Taylor Swift to End Up With Travis Kelce	The talk show host let loose with a stunning opinion on why Travis and his popstar girlfriend shouldn't be together.	2	Travis Kelce
Swifties Believe Taylor Swift Left Another Secret Message for Travis Kelce at Her Concert	Fans believe that Taylor Swift made yet another subtle nod to 'the guy on the Chiefs' during her Argentina concert on 'The Eras Tour.'	2	Travis Kelce
"TikToker Brianna Chickenfry: I think Taylor Swift, Travis Kelce’s relationship is ‘fake’ and ‘performative’"	"The ""BFFs"" podcast co-host questioned the way the couple behaved at the pop star's Eras Tour show in Buenos Aires, Argentina."	3	Travis Kelce
Taylor Swift fans fall in love with Travis Kelce even more after his old tweets resurface	"As the couple's romance continues to heat up, the Swifties did some deep diving into what the NFL star was like on social media before he wooed the pop star."	2	Travis Kelce
"Taylor Swift, Travis Kelce fans spot pair having secret, intimate moment on date night: ‘My heart jumped out of my chest’"	An up-close video of the pair walking into the Elena restaurant located in the Four Seasons Hotel reveals Kelce's sweet gesture of assurance.	2	Travis Kelce
WATCH: Taylor Swift and Travis Kelce share a kiss after her Buenos Aires concert	Video shows the singer and Chiefs’ tight end embracing each other after her show.	2	Travis Kelce
Taylor Swift and Travis Kelce Make Out After Argentina Concert	"Don't cry for Taylor Swift in Argentina ... she had an amazing show Saturday night, after which she passionately made out with her man. We've seen Trace Kelce and Taylor hold hands, wrap their arms around each other, etc, but this is the first big…"	2	Travis Kelce
Swifties Agree: You ‘Can’t Help but Root’ for Taylor Swift and Travis Kelce	"""We're seeing the romance unfold in real time,"" explains PR expert Beth Booker. ""I think that that's why everyone is so on board with it"""	1	Travis Kelce
Kelsea Ballerini Reacts to Taylor Swift & Travis Kelce’s Concert	"Kelsea Ballerini is rolling out the welcome mat for Taylor Swift and Travis Kelce's PDA era. In fact, the ""Penthouse"" singer quite literally applauded Taylor for running up and planting a kiss on..."	2	Travis Kelce
Hilarie Burton Predicts Taylor Swift & Travis Kelce Engagement by May	"It's a love story, and, baby, Hilarie Burton thinks Taylor Swift may just say yes to Travis Kelce.  After seeing the Kansas City Chiefs player's reaction to the singer's sweet ""Karma"" shout-out at..."	2	Travis Kelce
Is Taylor Swift Engaged to Travis Kelce? 2023 Engagement Rumors Explained	"Taylor Swift and Travis Kelce’s relationship has been making waves this year, with the ‘pair ‘Shake It Off’ singer and Kansas City Chiefs player inevitably becoming one of the most talked-about couples in the celebrity world. As a result, many are wondering: …"	2	Travis Kelce
Taylor Swift and Travis Kelce Gave Us a Little Kiss	"After weeks of increasingly public appearances, Taylor Swift and Travis Kelce finally gave us a little kiss. And in Argentina, no less."	2	Travis Kelce
"How Gigi Hadid Really Feels About Taylor Swift, Travis Kelce's Romance"	Gigi Hadid is in vigilante mode. The model recently shut down a report that claimed she wasn't all too fond of the budding romance between close friend Taylor Swift and NFL star Travis Kelce. In...	2	Travis Kelce
Taylor Swift Runs and Kisses Travis Kelce After Buenos Aires Concert	"Now that's a hard launch. Taylor Swift didn't walk—she ran straight into Travis Kelce's arms after finishing her second Eras tour show in Buenos Aires Nov. 11, meeting the Kansas City Chiefs..."	2	Travis Kelce
Taylor Swift Updates “Karma” Lyrics in Nod to Travis Kelce	"As her Buenos Aires concert ended, the singer ran into the arms of the NFL star and gave him a very public smooch."	2	Travis Kelce
"Fact Check: Joe Alwyn Furiously Reacts to Taylor Swift Dating Travis Kelce, as Videos Claim?"	"Videos that surfaced in November 2023 accurately reported that actor Joe Alwyn ""furiously"" reacted to singer Taylor Swift dating football player Travis Kelce."	2	Travis Kelce
Could Taylor Swift make it to K.C. for Kelce brothers' Super Bowl rematch?	Taylor Swift is currently touring on another continent. Could she make time to jet back to Kansas City for Travis Kelce's big game next week? Here's a breakdown.	2	Travis Kelce
"Taylor Swift embraces Travis Kelce, changes song lyric for him at Argentina concert"	"Taylor Swift changed one of her song lyrics to reference Travis Kelce and embraced the Chiefs tight end during the opening concert of her ""Eras Tour"" international concert series."	2	Travis Kelce
Travis Kelce records Christmas song with brother Jason. Is duet with Taylor Swift next?	"Travis Kelce is not only dating singer Taylor Swift, he's now a singer himself. The Kansas City Chiefs star and his brother Jason have recorded a Christmas duet."	2	Travis Kelce
Taylor Swift-Travis Kelce romance gets more props from Chiefs coach: It's 'a good thing'	"Travis Kelce's coach, the Chiefs' Andy Reid, is still getting those Taylor Swift questions: He's 'just glad' Kelce has 'found somebody he likes.' Ditto Taylor."	1	Travis Kelce
Taylor Swift spotted kissing Travis Kelce! 	"Taylor Swift and Travis Kelce kissing after the Eras Tour in Argentina. pic.twitter.com/FQdTAjDUZ7 — Pop Base (@PopBase) November 12, 2023Time for the internet to have a meltdown. Taylor Swift was seen kissing Travis Kelce after her concert tonight in Buenos…"	2	Travis Kelce
Taylor Swift and Travis Kelce’s Hallmark Movie Performance!	"You have to feel sorry for Travis Kelce on a level. He’s a top NFL player, the leagues best tight end that other top tight ends even say he’s the best tight end to ever play, yet here he is on his days off doing the least masculine thing a man can do, act. Th…"	1	Travis Kelce
"Travis Kelce, the Guy on the Chiefs, Dishes on His Trip to Argentina with Taylor Swift"	Comin’ straight home to her (and making her dad a Chiefs fan while he’s at it).	2	Travis Kelce
Taylor Swift Executes Hall-of-Fame Worthy 10-Yard Dash Into Travis Kelce’s Arms	Let's go to the post-game tape.	2	Travis Kelce
Antoni Porowski Shares First Public Comments on Friend Taylor Swift Dating Travis Kelce	"Antoni Porowski is speaking out about his friend Taylor Swift‘s new romance with Travis Kelce! The 39-year-old Queer Eye star joined the 33-year-old superstar at a Kansas Chiefs game last month to cheer on the football star. Now, Antoni is revealing what he t…"	2	Travis Kelce
Travis Kelce Reacts to Taylor Swift Changing the Lyrics of 'Karma' to Reference Him	"Travis Kelce is definitely feeling surprised! The 34-year-old Kansas City Chiefs tight end attended girlfriend Taylor Swift‘s Eras Tour stop in Buenos Aires’ Estadio River Plate in Argentina on Saturday (November 11), where she changed the lyrics to her song,…"	2	Travis Kelce
Hilarie Burton Predicts Taylor Swift & Travis Kelce Will Be 'Engaged by May'	"Hilarie Burton is making a big prediction about Taylor Swift and Travis Kelce! On Saturday night (November 11), the 34-year-old pro football player attended his first Eras Tour show as the 33-year-old “Blank Space” singer’s boyfriend. During the show, Taylor …"	2	Travis Kelce
Report: Travis Kelce to Visit Taylor Swift in Argentina amid Chiefs' Bye Week	"Travis Kelce is reportedly traveling to Argentina during the Kansas City Chiefs' bye week, and for good reason. Kelce will be traveling to the South American…"	2	Travis Kelce
Travis Kelce reportedly will travel to Argentina to visit Taylor Swift	"Travis Kelce hinted Wednesday that his bye-week plans might include a visit to Taylor Swift. Speaking with his brother, Jason, on their New Heights podcast, Kelce said he might go somewhere ""closer to the equator."" Viewed next to reports last month that he wo…"	2	Travis Kelce
Taylor Swift and Travis Kelce Draw Cheers During Date in Buenos Aires	"Taylor Swift and Travis Kelce's love story has gone global—and received a round of applause. On Nov. 10, the couple reunited in Buenos Aires, where the pop star is set to perform the following day..."	2	Travis Kelce
Travis Kelce’s Plans to Cheer on Taylor Swift at Eras Tour Revealed	"Travis Kelce cheering on Taylor Swift never goes out of style. And the tight end is officially continuing their love story in South America, as he's headed to Argentina to support the pop star..."	2	Travis Kelce
Taylor Swift and Travis Kelce Reunite in Argentina	"After Swift's Buenos Aires concert was canceled due to weather, the tight end dined with the singer and her dad."	2	Travis Kelce
"TMZ: Travis Kelce, Taylor Swift Dating 'Overwhelming' for Jason, Mom Donna and Family"	"Kansas City Chiefs tight end Travis Kelce's relationship with Taylor Swift has been an adjustment for the entire Kelce family, according to TMZ Sports.…"	2	Travis Kelce
A Swiftie’s Halloween Costume Joked That Taylor Swift Put Travis Kelce on the Map — He Loved It	"""You get a round of applause for that one. I enjoyed that,"" the Kansas City Chief's player said after watching a TikTok one fan made showing off her clever costume"	2	Travis Kelce
Travis Kelce Reacts to Costumes Inspired by Taylor Swift Romance	"Travis Kelce has mad love for what some people have done for Halloween to pay homage to him and Taylor Swift. In fact, the Kansas City Chiefs tight end and his brother Jason Kelce critiqued fans'..."	2	Travis Kelce
Taylor Swift and Travis Kelce Have the Same Taste In Rolexes	The newly-formed power couple are a match made in horological heaven. Both Taylor Swift and Travis Kelce have a penchant for the iconic Rolex Day-Date.	2	Travis Kelce
What We’re All Getting Wrong About Travis Kelce	"Photo Illustration by Erin O'Flynn/The Daily Beast/Getty Images Being Taylor Swift’s boyfriend in no way guarantees that the world will love you as much as she does. Just ask The 1975 frontman and Swift ex Matty Healy, whose edgelord comments about future Sw…"	2	Travis Kelce
Taylor Swift Gives Her Fans Another Puzzle to Crack	The pop star’s relationship with an NFL player gives fans a peculiar form of gratification.	2	Travis Kelce
"Travis Kelce opens up about dating Taylor Swift and navigating public scrutiny, calls girlfriend ‘genius’"	"In a recent interview, Travis Kelce, the tight end for the Kansas City Chiefs, opened up about the difficulties of being in the public eye following the revelation of his relationship with pop icon Taylor Swift."	1	Travis Kelce
Rafael Nadal could cross paths with Taylor Swift next year thanks to Travis Kelce	"Kansas City Chiefs tight end Travis Kelce and popstar Taylor Swift have been the hottest story in sports since they started dating last month, and now tennis fans are joining the f"	2	Travis Kelce
Travis Kelce and Taylor Swift's reportedly planning months ahead in a 'long-term' relationship	Every single Swiftie has been hoping for Taylor Swift to be on the right track with Travis Kelce this time. The popstar&apos;s previous relationships haven&apos;t been what her fan	2	Travis Kelce
Travis Kelce’s Style Evolution Proves He's Got (Fashion) Game	"A look back at Travis Kelce's best (and worst) fashion, hair, and overall style looks from 2012 to his most recent dates with girlfriend Taylor Swift."	2	Travis Kelce
How Travis Kelce spent Thanksgiving without Taylor Swift	"While Swift was once rumored to be returning home to the US for the holiday, she seemingly changed her mind and stayed in Brazil for her next Eras Tour show."	2	Travis Kelce
Jason Kelce’s Wife Kylie Addresses Rumors That She’s Feuding With Taylor Swift: ‘You’re Reaching’	Kylie shared a video breaking down the moment when she said in an interview that the ‘attention’ isn’t her ‘cup of tea.’	2	Travis Kelce
Travis Kelce without Taylor Swift: How did the Kansas City Chiefs' star celebrate Thanksgiving?	Travis Kelce spent Thanksgiving 2023 by cruising around Kansas City in his Rolls-Royce whilst Taylor Swift was in Brazil for her &quot;Eras Tour&quot; in Sao Paulo.  He likely bou	2	Travis Kelce
Travis Kelce labelled 'mommy's boy' after fans rediscover footage of him making dinner request during game	"Travis Kelce has been in the news a lot of as late. His blossoming relationship with Taylor Swift has seen his profile grow exponentially, with even brother Jason recognizing that"	2	Travis Kelce
Packers fans reactions after Jonathan Owens' first touchdown: Being married to Simone Biles is way cooler than dating Taylor Swift	"The Green Bay Packers surprised many by defeating the Detroit Lions on Thanksgiving, showcasing their potential future with Aaron Rodgers&apos; successor quarterback Jordan Love."	3	Travis Kelce
Lonely holiday! Travis Kelce spotted spending Thanksgiving without Taylor Swift – singing to himself	"While his girlfriend Taylor Swift is more than 4,500 miles away in Brazil, Travis Kelce has been spotted spending his Thanksgiving alone singing to himself."	2	Travis Kelce
Simone Biles celebrates husband Jonathan Owens’ first NFL touchdown in Green Bay Packers win	"Originally Published: 24 NOV 23 07:24 ETBy George Ramsay, CNN(CNN) — Take a back seat, Taylor Swift and Travis Kelce. There’s another power couple in the NFL.Olympic champion gymnast Simone Biles could hardly contain her excitement as her husband, Jonathan Ow…"	2	Travis Kelce
A Thanksgiving guest's guide to Taylor Swift and Travis Kelce	Don't be the only one at the table who's behind on the season's hottest romance plot.	2	Travis Kelce
Travis Kelce Driving Solo As He Spends Thanksgiving Away From Taylor Swift	"Travis Kelce is planning to spend Christmas with Taylor Swift, but in the meantime he's gotta get through another holiday solo ... and that means some alone time on the road. The Kansas City Chiefs star tight end is spending his Thanksgiving by…"	2	Travis Kelce
Kylie Kelce Responds to Negative Headline About Her & Taylor Swift	"Kylie Kelce is shutting down rumors of bad blood between her and Taylor Swift. Kylie is married to Jason Kelce, the Philadelphia Eagles player who is the brother of Kansas City Chiefs star Travis Kelce, Taylor‘s boyfriend. The Kelce family has been getting a …"	2	Travis Kelce
Kylie Kelce Fact Checks Taylor Swift Headline in a Truly Iconic TikTok	This is now a Kylie Kelce fan account.	2	Travis Kelce
"Taylor Swift, Travis Kelce's Inner Circle's Thoughts on Their Romance"	"Taylor Swift and Travis Kelce’s inner circle haven’t been afraid to let their opinions on the pair’s romance be known. “Friends close to Taylor and Travis think they make an amazing power couple, and they couldn’t be happier for them,” a source exclusively to…"	2	Travis Kelce
Taylor Swift and Travis Kelce Are Heading to Nashville and Going on a Romantic Getaway	"""They’re trying to be as much like a regular couple as possible."""	2	Travis Kelce
Olive Garden Sends Message to Travis Kelce	"Italian restaurant chain has joined the Kelce and Taylor Swift train by replying to old posts by Kelce that called its food ""shmackin."""	2	Travis Kelce
NFL boss Roger Goodell thinks ‘it’s great’ Taylor Swift brings ‘attention’ to league with Travis Kelce romance	"The commissioner said it's ""great in an of itself"" that the couple ""seem to be enjoying their relationship"" -- but the new viewers are also a bonus."	1	Travis Kelce
"Travis Kelce’s mom, Donna, shares family’s Thanksgiving plans as Taylor Swift remains in Brazil"	"While Travis plans to ""feast ... on KFC"" for the holiday, brother Jason Kelce invited him to ""make a quick trip"" to Pennsylvania to celebrate."	2	Travis Kelce
Chris Russo goes off on Travis Kelce visiting Taylor Swift in Argentina on ‘First Take’	Chris Russo seems to think Travis Kelce's priorities were in the wrong place.	2	Travis Kelce
"While Taylor Swift is still in Brazil, Travis Kelce's mother, Donna, discusses the family's Thanksgiving preparations"	Donna Kelce shares her plans for Thanksgiving whereas Travice will be spending his Thanksgiving alone and Taylor Swift will be in Brazil for her performances and upcoming tour.	2	Travis Kelce
Is Travis Kelce Traveling to See Taylor Swift's Tour? He Says...	Travis Kelce is keeping this play close to his chest. The Kansas City Chiefs player teased his plans to see Taylor Swift kick off the South American leg of her Eras Tour—but isn't confirming his...	2	Travis Kelce
Kylie Kelce slams headline about her and Taylor Swift: ‘You’re reaching’	Kylie Kelce posted on TikTok to address a headline about her avoiding Taylor Swift's spotlight.	2	Travis Kelce
Olive Garden sends message to Travis Kelce	"Restaurant chain Olive Garden says it is all about making its guests feel like family, and it has now extended its family invite to Kansas City Chiefs tight end Travis Kelce. Kelce needs to eat a lot of calories as an athlete, and thanks to the help of some o…"	2	Travis Kelce
"Kylie Kelce defends herself over exaggerated quotes about Taylor Swift, and Swifties love it"	"Jason Kelce&apos;s wife, Kylie Kelce, opted not to be in the suite for the &quot;Monday Night Football&quot; game between the Philadelphia Eagles and her brother-in-law Travis Kelc"	2	Travis Kelce
Olympic Legend Simone Biles Hypes Husband Jonathan Owens for Packers' TD vs. Lions	"While Taylor Swift and Travis Kelce get a lot of the shine, they aren't the only celebrity couple in the NFL. Superstar Olympic gymnast Simone Biles has been…"	2	Travis Kelce
Chris Russo hit out at Travis Kelce over trip to Argentina to see Taylor Swift	Sports commentator Chris Russo has criticized Kansas City Chiefs&apos; tight end Travis Kelce for his recent trip to Argentina to see Taylor Swift perform during the bye week.  Ru	2	Travis Kelce
Travis Kelce accused of 'hiding something' about his relationship with Taylor Swift	"Kansas City Chiefs tight end Travis Kelce, known for his high-profile relationship with Taylor Swift, is considered one of the most prominent NFL players this season.  Despite bei"	2	Travis Kelce
Jason Sudeikis Weighs In On Taylor Swift & Travis Kelce’s Relationship	"Jason Sudeikis is showing gratitude to Taylor Swift—and Travis Kelce—this Thanksgiving. After all, the Ted Lasso star was thrilled to be able to catch the Grammy winner's Eras Tour during its..."	2	Travis Kelce
Taylor Swift Fans Dug Up Travis Kelce’s Old ‘Himbo’ Tweets	"Taylor Swift’s romance with Travis Kelce sparked an internet investigation from the Swifties, who discovered that the NFL star was a “himbo.”"	2	Travis Kelce
"NFL's Roger Goodell: Travis Kelce, Taylor Swift's Relationship 'Great for the League'"	NFL commissioner Roger Goodell is very happy to see Taylor Swift around the league thanks to her relationship with Kansas City Chiefs tight end Travis Kelce.…	1	Travis Kelce
NFL Commissioner Roger Goodell Calls Taylor Swift-Travis Kelce Romance “Great For The League”	"Taylor Swift is good for the NFL. And that comes from someone who should know. NFL Commissioner Roger Goodell appeared on CBS Mornings today to talk about all things football heading into the Thanksgiving weekend, and the subject inevitably turned to Swift an…"	1	Travis Kelce
Travis Kelce Reveals If He's Having Thanksgiving With Taylor Swift	"Travis Kelce's champagne problem? He'll have to tolerate Thanksgiving without his lover. The Kansas City Chiefs player revealed that he's planning to spend the Nov. 23 holiday alone in Missouri,..."	2	Travis Kelce
Jason Kelce’s Wife Kylie Sets Record Straight on Taylor Swift Comment	Jason Kelce’s wife Kylie has a message in a bottle for critics who are reading too much into her recent comments about the attention Taylor Swift and Travis Kelce's romance has brought on her family.	2	Travis Kelce
Where on Earth Is Taylor Swift Spending Thanksgiving?	"Just when you thought there was nothing left to learn about Taylor Swift and Travis Kelce, tabloids are wildly speculating: What will they do for the holidays?"	2	Travis Kelce
Travis and Jason Kelce Thank Taylor Swift & Fans For This Reason	"Travis Kelce and Jason Kelce know all too well how their song became a hit. After the brothers' holiday song ""Fairytale of Philadelphia"" scored the first spot on some charts following its Nov. 15..."	1	Travis Kelce
Travis Kelce Confirms He & Taylor Swift Are Not Spending Thanksgiving Together Amid Her Tour	"The singer was supposed to have a short break in her 'Eras Tour' during the holiday, but that may have changed."	2	Travis Kelce
Travis Kelce’s ‘Hallarious’ Old Tweets Were His ‘Diary’	Travis Kelce has described his endearing old tweets as his ‘diary.’ So we sorted his posts from the vault as Taylor Swift diaries (a.k.a. her albums and eras).	2	Travis Kelce
"NFL commissioner Roger Goodell opens up about league's popularity, Taylor Swift's impact"	"""CBS Mornings"" co-host Nate Burleson speaks with NFL commissioner Roger Goodell about the surge in the league's popularity, Super Bowl 2024, player safety, Taylor Swift, Travis Kelce and much more."	2	Travis Kelce
Travis Kelce Reveals His Thanksgiving Plans While Girlfriend Taylor Swift Is in Brazil	"Jason Kelce and Travis Kelce are talking Thanksgiving! The Kelce brothers returned with a new episode of their weekly podcast, New Heights with Jason and Travis Kelce, and revealed their holiday plans. During the podcast, the two revealed that they will not b…"	2	Travis Kelce
